window GOBPID Pvalue OddsRatio ExpCount Count Size Term Pval_corr
Bd2_5200_5250 GO:0006796 0.00108016 3.880839764 4.816181542 12 2793 phosphate-containing_compound_metabolic_process 0.001320196
Bd2_5200_5250 GO:0006793 0.001212049 3.821131993 4.876534694 12 2828 phosphorus_metabolic_process 0.001333254
Bd2_5225_5275 GO:0055085 0.001322827 5.02262181 1.738239757 7 869 transmembrane_transport 0.001414002
Bd2_5250_5300 GO:0055085 0.000835873 5.525696056 1.618361153 7 869 transmembrane_transport 0.000899836
Bd2_525_575 GO:0006066 1.80E-06 21.08152174 0.393019727 6 259 alcohol_metabolic_process 5.20E-06
Bd2_525_575 GO:1901615 2.79E-05 12.80097087 0.634294385 6 418 organic_hydroxy_compound_metabolic_process 4.84E-05
Bd2_525_575 GO:0065008 0.00013061 7.988235294 1.22306525 7 806 regulation_of_biological_quality 0.000212241
Bd2_525_575 GO:0009416 0.000394689 7.727238806 1.025796662 6 676 response_to_light_stimulus 0.000570106
Bd2_525_575 GO:0009314 0.000581989 7.154126214 1.103186646 6 727 response_to_radiation 0.000756585
Bd2_5350_5400 GO:0006629 0.001297648 4.593805501 2.2776245 8 1223 lipid_metabolic_process 0.00197934
Bd2_5350_5400 GO:0008610 0.001675591 5.570619183 1.325975997 6 712 lipid_biosynthetic_process 0.00197934
Bd2_5350_5400 GO:0019637 0.00197934 4.71485 1.875362119 7 1007 organophosphate_metabolic_process 0.00197934
Bd2_5500_5550 GO:0048583 6.20E-05 10.35160819 0.705614568 6 310 regulation_of_response_to_stimulus 0.000630252
Bd2_5500_5550 GO:0006605 0.000406832 7.218621399 0.996965099 6 438 protein_targeting 0.001025084
Bd2_5500_5550 GO:1902580 0.000498053 6.936896808 1.035660091 6 455 single-organism_cellular_localization 0.001088339
Bd2_5500_5550 GO:1902582 0.000674217 5.569484489 1.53414264 7 674 single-organism_intracellular_transport 0.001169965
Bd2_5500_5550 GO:0033036 0.00070034 4.910282486 2.03262519 8 893 macromolecule_localization 0.001180572
Bd2_5500_5550 GO:0015031 0.000808785 5.391267889 1.581942337 7 695 protein_transport 0.00128847
Bd2_5500_5550 GO:0045184 0.000850924 5.34232986 1.595599393 7 701 establishment_of_protein_localization 0.00128847
Bd2_5500_5550 GO:0008104 0.001088611 5.10980663 1.663884674 7 731 protein_localization 0.001566537
Bd2_5500_5550 GO:0006886 0.001580569 5.497429814 1.292867982 6 568 intracellular_protein_transport 0.001873973
Bd2_5500_5550 GO:0046907 0.0016834 4.717226436 1.793626707 7 788 intracellular_transport 0.001873973
Bd2_5500_5550 GO:0034613 0.001917775 5.28196347 1.342943854 6 590 cellular_protein_localization 0.00195084
Bd2_550_600 GO:0065008 2.05E-05 9.14085213 1.278659125 8 806 regulation_of_biological_quality 4.16E-05
Bd2_5525_5575 GO:1902580 2.87E-07 16.73736018 0.7218237 8 455 single-organism_cellular_localization 5.82E-06
Bd2_5525_5575 GO:0070727 2.76E-06 12.20594059 0.974065388 8 614 cellular_macromolecule_localization 2.49E-05
Bd2_5525_5575 GO:0006605 3.53E-06 14.25580046 0.694854463 7 438 protein_targeting 2.74E-05
Bd2_5525_5575 GO:0033036 4.57E-06 9.883564964 1.416678163 9 893 macromolecule_localization 2.81E-05
Bd2_5525_5575 GO:0015031 6.91E-06 10.70393013 1.102565871 8 695 protein_transport 3.68E-05
Bd2_5525_5575 GO:0045184 7.37E-06 10.60663781 1.112084425 8 701 establishment_of_protein_localization 3.68E-05
Bd2_5525_5575 GO:0008104 1.00E-05 10.14439834 1.159677197 8 731 protein_localization 4.72E-05
Bd2_5525_5575 GO:0006886 1.94E-05 10.85093583 0.901089805 7 568 intracellular_protein_transport 8.28E-05
Bd2_5525_5575 GO:0034613 2.47E-05 10.42495712 0.935991171 7 590 cellular_protein_localization 8.65E-05
Bd2_5525_5575 GO:1901615 3.69E-05 12.04711593 0.663125948 6 418 organic_hydroxy_compound_metabolic_process 0.00011798
Bd2_5525_5575 GO:1902582 5.80E-05 9.056971514 1.069250931 7 674 single-organism_intracellular_transport 0.000160095
Bd2_5525_5575 GO:0051641 9.87E-05 7.217670683 1.592771417 8 1004 cellular_localization 0.000211099
Bd2_5525_5575 GO:0046907 0.000155338 7.67109475 1.250103463 7 788 intracellular_transport 0.000289001
Bd2_5525_5575 GO:0032787 0.000194512 7.380787037 1.296109808 7 817 monocarboxylic_acid_metabolic_process 0.000343423
Bd2_5525_5575 GO:0071702 0.000238257 6.292484527 1.806938888 8 1139 organic_substance_transport 0.000385121
Bd2_5525_5575 GO:0051649 0.000481538 6.299534574 1.502345151 7 947 establishment_of_localization_in_cell 0.000675842
Bd2_5525_5575 GO:0007165 0.000603445 6.051037398 1.559456477 7 983 signal_transduction 0.000756037
Bd2_5525_5575 GO:0044700 0.000757906 5.807877219 1.619740654 7 1021 single_organism_signaling 0.000883897
Bd2_5525_5575 GO:0023052 0.000762361 5.801724138 1.62132708 7 1022 signaling 0.000883897
Bd2_5725_5775 GO:0022414 0.001624204 4.031108052 2.924403366 9 1462 reproductive_process 0.001655892
Bd2_5725_5775 GO:0000003 0.001655892 4.018805765 2.93240447 9 1466 reproduction 0.001655892
Bd2_6075_6125 GO:0010035 3.17E-05 7.138636364 1.734239205 9 867 response_to_inorganic_substance 0.000116169
Bd2_6075_6125 GO:0050896 0.000467824 3.707022835 8.89922748 18 4449 response_to_stimulus 0.000735151
Bd2_6075_6125 GO:0001101 0.000535749 5.911551236 1.492205821 7 746 response_to_acid_chemical 0.000736656
Bd2_6075_6125 GO:0042221 0.001691033 3.591439586 4.230583529 11 2115 response_to_chemical 0.001691033
Bd2_6100_6150 GO:0050896 5.55E-05 4.784549787 8.592357567 19 4449 response_to_stimulus 0.000255686
Bd2_6100_6150 GO:0042221 5.68E-05 5.099397399 4.084701338 13 2115 response_to_chemical 0.000255686
Bd2_6100_6150 GO:0010035 0.000168205 6.33806752 1.674437853 8 867 response_to_inorganic_substance 0.000504616
Bd2_6100_6150 GO:1901700 0.000933132 4.819116321 2.157263071 8 1117 response_to_oxygen-containing_compound 0.001087871
Bd2_6250_6300 GO:0006810 0.001557411 3.537830897 4.91129811 12 2543 transport 0.001868894
Bd2_6250_6300 GO:0051234 0.001986386 3.422433679 5.046489171 12 2613 establishment_of_localization 0.001986386
Bd2_625_675 GO:0044237 0.000934767 4.59247464 17.59690992 26 8504 cellular_metabolic_process 0.001304376
Bd2_6450_6500 GO:0006259 0.000361559 6.334668944 1.398192854 7 699 DNA_metabolic_process 0.001084677
Bd2_6450_6500 GO:1902589 0.00098943 5.296175166 1.654228169 7 827 single-organism_organelle_organization 0.001335281
Bd2_6450_6500 GO:0051276 0.001181053 5.926870991 1.232169954 6 616 chromosome_organization 0.001335281
Bd2_6475_6525 GO:0046483 0.000108875 5.229875654 6.083942613 15 3835 heterocycle_metabolic_process 0.001322276
Bd2_6475_6525 GO:0006725 0.00015257 5.038047631 6.252103738 15 3941 cellular_aromatic_compound_metabolic_process 0.001322276
Bd2_6475_6525 GO:0090304 0.000759715 4.23486126 4.72278935 12 2977 nucleic_acid_metabolic_process 0.001708605
Bd2_6475_6525 GO:0006139 0.000970699 4.035270768 5.615947027 13 3540 nucleobase-containing_compound_metabolic_process 0.001708605
Bd2_6475_6525 GO:1901360 0.000977486 4.015119028 6.434542696 14 4056 organic_cyclic_compound_metabolic_process 0.001708605
Bd2_6475_6525 GO:0006807 0.00118288 3.949168455 7.416540212 15 4675 nitrogen_compound_metabolic_process 0.001708605
Bd2_6475_6525 GO:0034641 0.001857475 3.691861519 6.829562698 14 4305 cellular_nitrogen_compound_metabolic_process 0.001857475
Bd2_6500_6550 GO:0016070 0.000476112 6.183084064 2.761208443 9 2502 RNA_metabolic_process 0.001160165
Bd2_6500_6550 GO:0046483 0.000483402 6.131694561 4.232307905 11 3835 heterocycle_metabolic_process 0.001160165
Bd2_6500_6550 GO:0006725 0.000624702 5.90697201 4.349289557 11 3941 cellular_aromatic_compound_metabolic_process 0.001203928
Bd2_6500_6550 GO:0090304 0.001785722 4.987774355 3.285418678 9 2977 nucleic_acid_metabolic_process 0.001785722
Bd2_6525_6575 GO:0043170 0.00108415 6.045003814 8.156987171 15 6570 macromolecule_metabolic_process 0.001773644
Bd2_6525_6575 GO:0007275 0.001674633 4.951737835 2.51041523 8 2022 multicellular_organism_development 0.001943032
Bd2_6525_6575 GO:0044260 0.001812179 4.996227997 7.42323079 14 5979 cellular_macromolecule_metabolic_process 0.001943032
Bd2_6525_6575 GO:0044707 0.001943032 4.823300971 2.567526555 8 2068 single-multicellular_organism_process 0.001943032
Bd2_6725_6775 GO:0006952 5.86E-06 7.892111369 1.804386812 10 872 defense_response 5.86E-06
Bd2_6750_6800 GO:0006952 2.43E-08 14.4941928 1.383363223 11 872 defense_response 3.16E-07
Bd2_6750_6800 GO:0005975 1.05E-05 8.032836728 2.022692785 10 1275 carbohydrate_metabolic_process 6.83E-05
Bd2_6750_6800 GO:0006950 0.001099732 4.138095238 4.181818182 11 2636 response_to_stress 0.001718628
Bd2_6775_6825 GO:0005975 0.000109363 7.583841573 1.670920127 8 1275 carbohydrate_metabolic_process 0.000327434
Bd2_6850_6900 GO:0051707 0.00014324 10.05686394 0.880604221 6 751 response_to_other_organism 0.000525636
Bd2_6850_6900 GO:0043207 0.00014324 10.05686394 0.880604221 6 751 response_to_external_biotic_stimulus 0.000525636
Bd2_6850_6900 GO:0009607 0.000175212 9.672821357 0.913436336 6 779 response_to_biotic_stimulus 0.000525636
Bd2_6850_6900 GO:0009605 0.000745412 7.25961193 1.193681887 6 1018 response_to_external_stimulus 0.001319147
Bd2_6850_6900 GO:0051704 0.001607292 6.194073844 1.381293972 6 1178 multi-organism_process 0.001607292
Bd2_6875_6925 GO:0044699 8.21E-05 Inf 10.6773348 18 8600 single-organism_process 0.000583008
Bd2_6875_6925 GO:0044763 9.72E-05 10.27705901 7.88881225 16 6354 single-organism_cellular_process 0.000583008
Bd2_6875_6925 GO:0051704 0.00032835 7.232590637 1.462546558 7 1178 multi-organism_process 0.0006567
Bd2_775_825 GO:0006629 1.48E-06 10.93569662 1.687129259 10 1223 lipid_metabolic_process 5.92E-06
Bd2_775_825 GO:0044710 0.000236072 5.767460638 6.854738585 15 4969 single-organism_metabolic_process 0.000472144
Bd2_775_825 GO:0044699 0.000425199 13.0571029 11.86370534 19 8600 single-organism_process 0.000566932
Bd2_800_850 GO:0006629 0.000867436 5.872596154 1.687129259 7 1223 lipid_metabolic_process 0.000867436
Bd2_825_875 GO:0051704 0.000768627 5.052991453 2.112567251 8 1178 multi-organism_process 0.001537253
Bd2_850_900 GO:0051704 0.001696486 4.33015873 2.35632501 8 1178 multi-organism_process 0.001696486
Bd3_1025_1075 GO:0044260 0.0018171 3.671867136 10.31004276 18 5979 cellular_macromolecule_metabolic_process 0.0018171
Bd3_1050_1100 GO:0006979 0.000139438 8.945396825 0.821078769 6 384 response_to_oxidative_stress 0.000174298
Bd3_1075_1125 GO:0006979 3.69E-06 13.7742566 0.68864671 7 384 response_to_oxidative_stress 2.58E-05
Bd3_1075_1125 GO:0050896 0.000274579 4.278981147 7.97861774 17 4449 response_to_stimulus 0.000384411
Bd3_1150_1200 GO:0009664 1.54E-09 78.44181818 0.124293006 6 106 plant-type_cell_wall_organization 4.61E-08
Bd3_1150_1200 GO:0071669 1.30E-08 53.92852665 0.177058905 6 151 plant-type_cell_wall_organization_or_biogenesis 1.95E-07
Bd3_1150_1200 GO:0071555 9.86E-08 37.79788173 0.248586012 6 212 cell_wall_organization 9.86E-07
Bd3_1150_1200 GO:0045229 2.00E-07 33.3546625 0.280245551 6 239 external_encapsulating_structure_organization 1.50E-06
Bd3_1150_1200 GO:0016043 6.69E-07 12.84984642 2.686370534 12 2291 cellular_component_organization 4.02E-06
Bd3_1150_1200 GO:0071840 1.87E-06 11.50176 2.945509725 12 2512 cellular_component_organization_or_biogenesis 9.33E-06
Bd3_1150_1200 GO:0071554 3.83E-06 19.70769231 0.464339909 6 396 cell_wall_organization_or_biogenesis 1.64E-05
Bd3_1175_1225 GO:0009664 7.20E-10 50.81010101 0.197406539 7 106 plant-type_cell_wall_organization 9.36E-09
Bd3_1175_1225 GO:0071669 8.62E-09 34.82256944 0.281211202 7 151 plant-type_cell_wall_organization_or_biogenesis 5.60E-08
Bd3_1175_1225 GO:0071555 8.97E-08 24.35658537 0.394813078 7 212 cell_wall_organization 3.89E-07
Bd3_1175_1225 GO:0045229 2.03E-07 21.48125 0.445095875 7 239 external_encapsulating_structure_organization 6.60E-07
Bd3_1175_1225 GO:0071554 5.95E-06 12.67017995 0.737481032 7 396 cell_wall_organization_or_biogenesis 1.55E-05
Bd3_1175_1225 GO:0016043 0.000398192 4.27977183 4.266588495 12 2291 cellular_component_organization 0.000546944
Bd3_1175_1225 GO:0071840 0.000944201 3.83072 4.678162505 12 2512 cellular_component_organization_or_biogenesis 0.001115874
Bd3_1175_1225 GO:0006508 0.001528546 4.947960251 1.793419782 7 963 proteolysis 0.001655925
Bd3_1350_1400 GO:0051704 0.001116151 6.813993174 1.300041385 6 1178 multi-organism_process 0.001175216
Bd3_1625_1675 GO:0044249 4.54E-05 5.223490934 7.845909781 18 4375 cellular_biosynthetic_process 0.000495171
Bd3_1625_1675 GO:0009058 0.000112784 4.773727351 8.346254656 18 4654 biosynthetic_process 0.000648509
Bd3_1625_1675 GO:1901576 0.000260823 4.30273059 7.948130777 17 4432 organic_substance_biosynthetic_process 0.000833532
Bd3_1625_1675 GO:0044710 0.000289924 4.326853161 8.91116016 18 4969 single-organism_metabolic_process 0.000833532
Bd3_1625_1675 GO:0009628 0.000514994 4.609375 3.116843703 10 1738 response_to_abiotic_stimulus 0.000929488
Bd3_1625_1675 GO:0044763 0.000620903 4.282707083 11.39495103 20 6354 single-organism_cellular_process 0.000978216
Bd3_1625_1675 GO:0051276 0.000637967 6.817377049 1.104704097 6 616 chromosome_organization 0.000978216
Bd3_1625_1675 GO:0019438 0.000942262 4.030041891 4.015312457 11 2239 aromatic_compound_biosynthetic_process 0.001274825
Bd3_1625_1675 GO:0044699 0.001270472 5.269324939 15.42281694 23 8600 single-organism_process 0.00153794
Bd3_1650_1700 GO:0006520 0.000141015 9.532761578 0.853152159 6 589 cellular_amino_acid_metabolic_process 0.000507654
Bd3_1650_1700 GO:0044710 0.000563908 4.805712556 7.197475514 15 4969 single-organism_metabolic_process 0.001127815
Bd3_1675_1725 GO:0006520 2.48E-05 14.30428816 0.650020693 6 589 cellular_amino_acid_metabolic_process 4.95E-05
Bd3_1725_1775 GO:0009651 1.17E-06 17.93877924 0.606773348 7 463 response_to_salt_stress 3.13E-06
Bd3_1725_1775 GO:0006970 2.09E-06 16.37667336 0.661815423 7 505 response_to_osmotic_stress 3.13E-06
Bd3_1725_1775 GO:0009628 0.000934329 5.359537572 2.277693475 8 1738 response_to_abiotic_stimulus 0.000934329
Bd3_1750_1800 GO:0009651 6.53E-05 10.82610375 0.734515106 6 463 response_to_salt_stress 0.00025943
Bd3_1750_1800 GO:0006970 0.000105531 9.885182129 0.801144986 6 505 response_to_osmotic_stress 0.00025943
Bd3_1750_1800 GO:0009628 0.000155658 5.674412393 2.757207891 10 1738 response_to_abiotic_stimulus 0.00025943
Bd3_1775_1825 GO:0016310 0.001310757 4.027777778 3.504207477 10 1954 phosphorylation 0.001793351
Bd3_1800_1850 GO:0050789 0.001752313 4.301824922 4.610429025 11 3518 regulation_of_biological_process 0.001752313
Bd3_1925_1975 GO:0006468 1.07E-07 10.18847352 2.421023589 13 1404 protein_phosphorylation 1.60E-06
Bd3_1925_1975 GO:0016310 4.97E-06 6.994504551 3.369430266 13 1954 phosphorylation 2.83E-05
Bd3_1925_1975 GO:0043412 5.66E-06 6.546515938 4.67823148 15 2713 macromolecule_modification 2.83E-05
Bd3_1925_1975 GO:0006464 1.07E-05 6.264171998 4.238515657 14 2458 cellular_protein_modification_process 3.22E-05
Bd3_1925_1975 GO:0036211 1.07E-05 6.264171998 4.238515657 14 2458 protein_modification_process 3.22E-05
Bd3_1925_1975 GO:0006793 5.62E-05 5.273179557 4.876534694 14 2828 phosphorus_metabolic_process 0.000140486
Bd3_1925_1975 GO:0044260 8.86E-05 5.715052861 10.31004276 20 5979 cellular_macromolecule_metabolic_process 0.000186006
Bd3_1925_1975 GO:0044267 9.92E-05 4.903982301 5.871499517 15 3405 cellular_protein_metabolic_process 0.000186006
Bd3_1925_1975 GO:0006796 0.000246814 4.5566247 4.816181542 13 2793 phosphate-containing_compound_metabolic_process 0.000402036
Bd3_1925_1975 GO:0044237 0.000268024 8.124985261 14.6640916 23 8504 cellular_metabolic_process 0.000402036
Bd3_1925_1975 GO:0043170 0.00042215 4.838473282 11.32914885 20 6570 macromolecule_metabolic_process 0.000527688
Bd3_1925_1975 GO:0019538 0.000567292 4.032492355 6.792316182 15 3939 protein_metabolic_process 0.000654568
Bd3_1925_1975 GO:0071704 0.000845135 7.042725045 15.51765761 23 8999 organic_substance_metabolic_process 0.000905502
Bd3_1925_1975 GO:0044238 0.001582371 5.169356422 14.67616223 22 8511 primary_metabolic_process 0.001582371
Bd3_1950_2000 GO:0006468 7.03E-06 6.631338742 2.808387364 12 1404 protein_phosphorylation 4.22E-05
Bd3_1950_2000 GO:0016310 3.83E-05 5.244204019 3.908539109 13 1954 phosphorylation 0.000115018
Bd3_1950_2000 GO:0006793 0.00044449 3.865671642 5.656780246 14 2828 phosphorus_metabolic_process 0.00088898
Bd3_1950_2000 GO:0006796 0.001490529 3.41629946 5.586770589 13 2793 phosphate-containing_compound_metabolic_process 0.001653863
Bd3_1950_2000 GO:0006464 0.001653863 3.469674378 4.916678163 12 2458 cellular_protein_modification_process 0.001653863
Bd3_1950_2000 GO:0036211 0.001653863 3.469674378 4.916678163 12 2458 protein_modification_process 0.001653863
Bd3_200_250 GO:0044712 0.000732541 6.720272904 1.142226514 6 690 single-organism_catabolic_process 0.000745779
Bd3_225_275 GO:0009611 3.63E-07 27.38373206 0.294868258 6 171 response_to_wounding 4.71E-06
Bd3_225_275 GO:0044712 0.000925494 6.36611265 1.189819285 6 690 single-organism_catabolic_process 0.001203142
Bd3_250_300 GO:0006950 0.000975237 3.870209059 4.727272727 12 2636 response_to_stress 0.000975237
Bd3_2950_3000 GO:0015979 1.74E-10 17.5739756 1.035660091 12 429 photosynthesis 4.70E-09
Bd3_2950_3000 GO:0019684 7.04E-05 10.04085971 0.719409574 6 298 photosynthesis_light_reaction 0.000432036
Bd3_2950_3000 GO:0006091 0.000213233 5.878535596 1.694716513 8 702 generation_of_precursor_metabolites_and_energy 0.000701169
Bd3_2975_3025 GO:0015979 5.73E-09 14.21356275 1.094840668 11 429 photosynthesis 1.60E-07
Bd3_2975_3025 GO:0006091 0.001748102 4.621678657 1.791557456 7 702 generation_of_precursor_metabolites_and_energy 0.001802087
Bd3_300_350 GO:0044238 0.00067538 7.401943463 13.50206925 21 8511 primary_metabolic_process 0.001013069
Bd3_300_350 GO:0071704 0.001875517 6.428881711 14.276245 21 8999 organic_substance_metabolic_process 0.001875517
Bd3_3075_3125 GO:0006518 0.000197526 7.227334235 1.286384329 7 746 peptide_metabolic_process 0.00051355
Bd3_3075_3125 GO:0043603 0.000332761 6.602898551 1.40019313 7 812 cellular_amide_metabolic_process 0.000582332
Bd3_3100_3150 GO:0098542 7.35E-05 10.68100815 0.754172989 6 497 defense_response_to_other_organism 0.000222395
Bd3_3100_3150 GO:0006412 0.000479371 7.435791367 1.063732929 6 701 translation 0.00090409
Bd3_3100_3150 GO:0043043 0.000513132 7.3359375 1.077389985 6 710 peptide_biosynthetic_process 0.00090409
Bd3_3100_3150 GO:0043604 0.000630272 7.040983607 1.119878604 6 738 amide_biosynthetic_process 0.00102316
Bd3_3100_3150 GO:0006518 0.000667318 6.960810811 1.132018209 6 746 peptide_metabolic_process 0.00102316
Bd3_3100_3150 GO:0051707 0.000691324 6.911577181 1.139605463 6 751 response_to_other_organism 0.00102316
Bd3_3100_3150 GO:0043207 0.000691324 6.911577181 1.139605463 6 751 response_to_external_biotic_stimulus 0.00102316
Bd3_3100_3150 GO:0009607 0.000838539 6.647639069 1.182094082 6 779 response_to_biotic_stimulus 0.001149109
Bd3_3100_3150 GO:0043603 0.001042284 6.360111663 1.232169954 6 812 cellular_amide_metabolic_process 0.001345783
Bd3_3100_3150 GO:0051704 0.001318507 5.302305722 1.787556904 7 1178 multi-organism_process 0.001517451
Bd3_3100_3150 GO:0006952 0.001509467 5.893475751 1.323216995 6 872 defense_response 0.001517451
Bd3_3125_3175 GO:0044255 0.000785277 6.963589744 1.187336184 6 906 cellular_lipid_metabolic_process 0.001131161
Bd3_3225_3275 GO:0065008 0.00100264 6.410625 1.22306525 6 806 regulation_of_biological_quality 0.001419511
Bd3_325_375 GO:0019438 0.000516554 4.99530976 3.243136984 10 2239 aromatic_compound_biosynthetic_process 0.001606648
Bd3_325_375 GO:1901362 0.000834529 4.658129519 3.438681197 10 2374 organic_cyclic_compound_biosynthetic_process 0.001606648
Bd3_325_375 GO:0006725 0.000886394 4.364084776 5.708442544 13 3941 cellular_aromatic_compound_metabolic_process 0.001606648
Bd3_325_375 GO:1901360 0.001192574 4.193729904 5.875017244 13 4056 organic_cyclic_compound_metabolic_process 0.001606648
Bd3_325_375 GO:0006139 0.001340705 4.137944067 5.127603807 12 3540 nucleobase-containing_compound_metabolic_process 0.001606648
Bd3_3325_3375 GO:1901564 0.000763902 4.095582933 3.894123327 11 2091 organonitrogen_compound_metabolic_process 0.00107845
Bd3_3350_3400 GO:0065008 0.001644407 5.6975 1.334253 6 806 regulation_of_biological_quality 0.001644407
Bd3_3450_3500 GO:0065003 0.000400641 7.523697752 1.015657332 6 589 macromolecular_complex_assembly 0.00138469
Bd3_3450_3500 GO:0071822 0.000415407 7.470277056 1.022554835 6 593 protein_complex_subunit_organization 0.00138469
Bd3_3450_3500 GO:0043933 0.001141451 5.296352413 1.719202649 7 997 macromolecular_complex_subunit_organization 0.001724376
Bd3_3450_3500 GO:0022607 0.001407347 5.843807632 1.28983308 6 748 cellular_component_assembly 0.001724376
Bd3_3475_3525 GO:1901652 9.57E-21 354.0931373 0.063319078 10 27 response_to_peptide 1.21E-19
Bd3_3475_3525 GO:0043434 9.57E-21 354.0931373 0.063319078 10 27 response_to_peptide_hormone 1.21E-19
Bd3_3475_3525 GO:0060416 9.57E-21 354.0931373 0.063319078 10 27 response_to_growth_hormone 1.21E-19
Bd3_3475_3525 GO:0009704 1.04E-19 261.6123188 0.077389985 10 33 de-etiolation 9.88E-19
Bd3_3475_3525 GO:0048527 3.62E-16 101.730226 0.161815423 10 69 lateral_root_development 2.75E-15
Bd3_3475_3525 GO:0048528 1.72E-15 85.67857143 0.187612084 10 80 post-embryonic_root_development 1.09E-14
Bd3_3475_3525 GO:0010243 2.63E-14 63.69680851 0.24389571 10 104 response_to_organonitrogen_compound 1.43E-13
Bd3_3475_3525 GO:0009640 6.77E-14 44.44099379 0.386949924 11 165 photomorphogenesis 3.21E-13
Bd3_3475_3525 GO:0080167 3.52E-13 48.18548387 0.314250241 10 134 response_to_karrikin 1.48E-12
Bd3_3475_3525 GO:0009639 1.12E-11 26.97239476 0.616774728 11 263 response_to_red_or_far_red_light 4.06E-11
Bd3_3475_3525 GO:0048569 1.18E-11 33.06481481 0.445578701 10 190 post-embryonic_organ_development 4.06E-11
Bd3_3475_3525 GO:0006749 7.37E-11 123.7628571 0.072699683 6 31 glutathione_metabolic_process 2.33E-10
Bd3_3475_3525 GO:0046686 8.71E-11 18.88669951 0.980273141 12 418 response_to_cadmium_ion 2.55E-10
Bd3_3475_3525 GO:1901698 1.24E-10 25.67279942 0.565181404 10 241 response_to_nitrogen_compound 3.35E-10
Bd3_3475_3525 GO:0010038 8.17E-10 15.36070381 1.191336736 12 508 response_to_metal_ion 2.07E-09
Bd3_3475_3525 GO:0022622 3.13E-09 18.0700409 0.787970755 10 336 root_system_development 7.00E-09
Bd3_3475_3525 GO:0048364 3.13E-09 18.0700409 0.787970755 10 336 root_development 7.00E-09
Bd3_3475_3525 GO:0048513 1.95E-08 14.7638539 0.95447648 10 407 animal_organ_development 4.13E-08
Bd3_3475_3525 GO:0006575 7.34E-08 35.00649351 0.220444199 6 94 cellular_modified_amino_acid_metabolic_process 1.47E-07
Bd3_3475_3525 GO:0009416 2.24E-07 9.924092841 1.585322113 11 676 response_to_light_stimulus 4.25E-07
Bd3_3475_3525 GO:0010035 3.12E-07 8.681977671 2.033245965 12 867 response_to_inorganic_substance 5.65E-07
Bd3_3475_3525 GO:0009314 4.63E-07 9.183143065 1.704924817 11 727 response_to_radiation 8.01E-07
Bd3_3475_3525 GO:0099402 7.59E-07 8.708412726 1.791695406 11 764 plant_organ_development 1.25E-06
Bd3_3475_3525 GO:0009725 3.51E-06 7.364783595 2.094219892 11 893 response_to_hormone 5.55E-06
Bd3_3475_3525 GO:1901700 4.59E-06 6.594323324 2.619533729 12 1117 response_to_oxygen-containing_compound 6.98E-06
Bd3_3475_3525 GO:0009719 5.19E-06 7.049013578 2.180990481 11 930 response_to_endogenous_stimulus 7.59E-06
Bd3_3475_3525 GO:0006790 2.96E-05 9.430471815 0.923989516 7 394 sulfur_compound_metabolic_process 4.17E-05
Bd3_3475_3525 GO:0010033 3.22E-05 5.3421981 3.170644227 12 1352 response_to_organic_substance 4.26E-05
Bd3_3475_3525 GO:0042221 3.25E-05 4.648120301 4.959994482 15 2115 response_to_chemical 4.26E-05
Bd3_3475_3525 GO:0009791 0.000103284 4.972933155 3.001793351 11 1280 post-embryonic_development 0.000130826
Bd3_3475_3525 GO:0006518 0.000260395 5.722743381 1.749482687 8 746 peptide_metabolic_process 0.000319194
Bd3_3475_3525 GO:0048731 0.000397747 4.198929947 3.494275072 11 1490 system_development 0.000472325
Bd3_3475_3525 GO:0043603 0.000461679 5.227707616 1.904262657 8 812 cellular_amide_metabolic_process 0.00053163
Bd3_3475_3525 GO:0007275 0.001461006 3.379647218 4.741895434 12 2022 multicellular_organism_development 0.001507872
Bd3_3475_3525 GO:0009628 0.001468191 3.527277762 4.075872534 11 1738 response_to_abiotic_stimulus 0.001507872
Bd3_3475_3525 GO:0044707 0.00178169 3.291828794 4.849772382 12 2068 single-multicellular_organism_process 0.00178169
Bd3_3500_3550 GO:1901652 1.34E-35 1204.666667 0.055869775 15 27 response_to_peptide 2.00E-34
Bd3_3500_3550 GO:0043434 1.34E-35 1204.666667 0.055869775 15 27 response_to_peptide_hormone 2.00E-34
Bd3_3500_3550 GO:0060416 1.34E-35 1204.666667 0.055869775 15 27 response_to_growth_hormone 2.00E-34
Bd3_3500_3550 GO:0009704 7.92E-34 802.7777778 0.068285281 15 33 de-etiolation 8.91E-33
Bd3_3500_3550 GO:0048527 4.18E-28 266.9259259 0.142778314 15 69 lateral_root_development 3.76E-27
Bd3_3500_3550 GO:0010243 1.97E-27 186.7532468 0.215202097 16 104 response_to_organonitrogen_compound 1.48E-26
Bd3_3500_3550 GO:0048528 4.84E-27 221.5846154 0.165540074 15 80 post-embryonic_root_development 3.11E-26
Bd3_3500_3550 GO:0080167 1.89E-23 120.5798319 0.277279625 15 134 response_to_karrikin 1.06E-22
Bd3_3500_3550 GO:0009640 4.88E-22 95.45333333 0.341426404 15 165 photomorphogenesis 2.44E-21
Bd3_3500_3550 GO:1901698 2.44E-21 72.34539683 0.498689474 16 241 response_to_nitrogen_compound 1.10E-20
Bd3_3500_3550 GO:0048569 4.31E-21 81.67428571 0.393157677 15 190 post-embryonic_organ_development 1.76E-20
Bd3_3500_3550 GO:0046686 4.05E-19 45.87358527 0.864946889 17 418 response_to_cadmium_ion 1.52E-18
